budget_total;Value;data
0.49;Audio_TOTAL_Clicks;0.704986549
0.491;Audio_TOTAL_Clicks;0.70681324
0.492;Audio_TOTAL_Clicks;0.708632661
0.493;Audio_TOTAL_Clicks;0.710440466
0.494;Audio_TOTAL_Clicks;0.712239921
0.495;Audio_TOTAL_Clicks;0.714030364
0.496;Audio_TOTAL_Clicks;0.715813352
0.497;Audio_TOTAL_Clicks;0.717588356
0.498;Audio_TOTAL_Clicks;0.719352906
0.499;Audio_TOTAL_Clicks;0.721107816
0.5;Audio_TOTAL_Clicks;0.722855694
0.501;Audio_TOTAL_Clicks;0.724592774
0.502;Audio_TOTAL_Clicks;0.726325915
0.503;Audio_TOTAL_Clicks;0.728047991
0.504;Audio_TOTAL_Clicks;0.729761939
0.505;Audio_TOTAL_Clicks;0.731487893
0.506;Audio_TOTAL_Clicks;0.733165648
0.507;Audio_TOTAL_Clicks;0.734854686
0.508;Audio_TOTAL_Clicks;0.736536266
0.509;Audio_TOTAL_Clicks;0.738209144
0.51;Audio_TOTAL_Clicks;0.739874358
0.511;Audio_TOTAL_Clicks;0.741531391
0.512;Audio_TOTAL_Clicks;0.742495223
0.513;Audio_TOTAL_Clicks;0.744821459
0.514;Audio_TOTAL_Clicks;0.746455827
0.515;Audio_TOTAL_Clicks;0.74807742
0.516;Audio_TOTAL_Clicks;0.749698604
0.517;Audio_TOTAL_Clicks;0.751308548
0.518;Audio_TOTAL_Clicks;0.752911031
0.519;Audio_TOTAL_Clicks;0.75441932
0.52;Audio_TOTAL_Clicks;0.756099728
0.521;Audio_TOTAL_Clicks;0.757672689
0.522;Audio_TOTAL_Clicks;0.759244763
0.523;Audio_TOTAL_Clicks;0.760804422
0.524;Audio_TOTAL_Clicks;0.762366766
0.525;Audio_TOTAL_Clicks;0.763916961
0.526;Audio_TOTAL_Clicks;0.765486215
0.527;Audio_TOTAL_Clicks;0.766994763
0.528;Audio_TOTAL_Clicks;0.76835791
0.529;Audio_TOTAL_Clicks;0.770043702
0.53;Audio_TOTAL_Clicks;0.771557568
0.531;Audio_TOTAL_Clicks;0.773063863
0.532;Audio_TOTAL_Clicks;0.774564039
0.533;Audio_TOTAL_Clicks;0.776063129
0.534;Audio_TOTAL_Clicks;0.777541253
0.535;Audio_TOTAL_Clicks;0.779019192
0.536;Audio_TOTAL_Clicks;0.780491227
0.537;Audio_TOTAL_Clicks;0.781938932
0.538;Audio_TOTAL_Clicks;0.783413685
0.539;Audio_TOTAL_Clicks;0.784864679
0.54;Audio_TOTAL_Clicks;0.78631143
0.541;Audio_TOTAL_Clicks;0.787746357
0.542;Audio_TOTAL_Clicks;0.78917683
0.543;Audio_TOTAL_Clicks;0.790588193
0.544;Audio_TOTAL_Clicks;0.792018628
0.545;Audio_TOTAL_Clicks;0.793430342
0.546;Audio_TOTAL_Clicks;0.794832127
0.547;Audio_TOTAL_Clicks;0.796326344
